State,City,percent_completed_hs
HI,Kailua (Hawaii County),87.6
HI,Kailua (Honolulu County),95.6
HI,Kalaeloa,83.3
HI,Kalaheo,95.1
HI,Kalaoa,93.8
HI,Kalihiwai,97.6
HI,Kaneohe,94.6
HI,Kaneohe Station,99.9
HI,Kapaa,93.9
HI,Kapaau,91.7
HI,Kapalua,96.8
HI,Kapolei,93.4
HI,Kaumakani,76.6
HI,Kaunakakai,94.9
HI,Kawela Bay,99
HI,Keaau,85.1
HI,Kealakekua,89.9
HI,Kekaha,86.9
HI,Keokea,93.4
HI,Kihei,93
HI,Kilauea,91.6
HI,Koloa,85.5
HI,Ko Olina,98
HI,Kualapuu,89.1
HI,Kukuihaele,93.9
HI,Kula,98
HI,Kurtistown,91.1
HI,Lahaina,89.4
HI,Laie,96.4
HI,Lanai,86.7
HI,Launiupoko,99.5
HI,Laupahoehoe,95.9
HI,Lawai,96.5
HI,Leilani Estates,89.1
HI,Lihue,91.2
HI,Maalaea,98.6
HI,Mahinahina,92.1
HI,Maili,87.9
HI,Makaha,84
HI,Makaha Valley,94.7
HI,Makakilo,94.8
HI,Makawao,94.9
HI,Makena,97.8
HI,Manele,100
HI,Maunaloa,87.9
HI,Maunawili,99.1
HI,Mililani Mauka,96.9
HI,Mililani,96.1
HI,Mokuleia,97.9
HI,Mountain View,97.6
HI,Naalehu,79.3
HI,Nanakuli,89.6
HI,Nanawale Estates,82.4
HI,Napili-Honokowai,91
HI,Ocean Pointe,95.5
HI,Olinda,96.9
HI,Olowalu,95
HI,Omao,91.4
HI,Orchidlands Estates,88.5
HI,Paauilo,80.6
HI,Pahala,84.7
HI,Pahoa,93.2
HI,Paia,93.2
HI,Pakala,79.2
HI,Papaikou,88.7
HI,Paukaa,94.2
HI,Pearl,92.4
HI,Pepeekeo,89.3
HI,Poipu,97.2
HI,Princeville,96.9
HI,Puako,98.1
HI,Puhi,92.1
HI,Pukalani,94.5
HI,Punaluu,93
HI,Pupukea,96.3
HI,Royal Kunia,91.2
HI,Schofield Barracks,97.3
HI,Ualapue,96.7
HI,Honolulu,88.2
HI,Volcano,88.5
HI,Wahiawa,89.2
HI,Waialua,82.8
HI,Waianae,84.1
HI,Waihee-Waiehu,88.1
HI,Waikane,90.6
HI,Waikapu,94.4
HI,Waikele,96.2
HI,Waikoloa,95.8
HI,Wailea,95.8
HI,Wailua,91.7
HI,Wailua Homesteads,93.6
HI,Wailuku,91.2
HI,Waimalu,93.7
HI,Waimanalo,92
HI,Waimanalo Beach,90.5
HI,Waimea (Hawaii County),93
HI,Waimea (Kauai County),91.6
HI,Wainaku,86.7
HI,Wainiha,98.3
HI,Waiohinu,87.8
HI,Waipahu,83.8
HI,Waipio,94
HI,Waipio Acres,92.9
HI,West Loch Estate,93.5
HI,Wheeler AFB,97.8
HI,Whitmore,83.9
ID,Aberdeen,57.6
ID,Acequia,55.1
ID,Albion,92.4
ID,American Falls,75.1
ID,Ammon,94.6
ID,Arbon Valley,76.4
ID,Arco,92.3
ID,Arimo,92.7
ID,Ashton,82
ID,Athol,87.5
ID,Atomic,78.6
ID,Bancroft,91.9
ID,Banks,0
ID,Basalt,83.3
ID,Bellevue,85.5
ID,Bennington,100
ID,Blackfoot,86
ID,Blanchard,100
ID,Bliss,73.5
ID,Bloomington,96.7
ID,Boise,94.3
ID,Bonners Ferry,86.8
ID,Bovill,73.5
ID,Buhl,72.6
ID,Burley,78.1
ID,Butte,64.7
ID,Caldwell,79.1
ID,Cambridge,80.4
ID,Carey,96
ID,Cascade,90.6
ID,Castleford,67
ID,Challis,85.6
ID,Chubbuck,92.5
ID,Clark Fork,81
ID,Clayton,-
ID,Clifton,90.9
ID,Coeur d'Alene,91.2
ID,Conkling Park,85.5
ID,Cottonwood,90.7
ID,Council,82.7
ID,Craigmont,92.7
ID,Crouch,78.5
ID,Culdesac,83.4
ID,Dalton Gardens,93
ID,Dayton,96.3
ID,Deary,96.8
ID,Declo,56.7
ID,De Smet,82.3
ID,Dietrich,85.8
ID,Donnelly,82.6
ID,Dover,94.7
ID,Downey,88.7
ID,Driggs,85
ID,Drummond,100
ID,Dubois,66.7
ID,Eagle,96.1
ID,East Hope,95.2
ID,Eden,86.8
ID,Elk,50
ID,Elk River,81.6
ID,Emmett,80.7
ID,Fairfield,84.8
ID,Ferdinand,95.5
ID,Fernan Lake,100
ID,Filer,81.9
ID,Firth,81.6
ID,Fort Hall,80.4
ID,Franklin,80.8
ID,Fruitland,89.8
ID,Garden,90
ID,Garden Valley,98.6
ID,Genesee,97.7
ID,Georgetown,88.9
ID,Glenns Ferry,82.9
ID,Gooding,73.4
ID,Grace,89.1
ID,Grand View,77.7
ID,Grangeville,87.9
ID,Greenleaf,77.8
ID,Groveland,88.5
ID,Hagerman,82.6
ID,Hailey,83.6
ID,Hamer,85.3
ID,Hansen,75.6
ID,Harrison,89.9
ID,Hauser,90
ID,Hayden,91.9
ID,Hayden Lake,99.6
ID,Hazelton,67.8
ID,Heyburn,68.9
ID,Hidden Springs,97.7
ID,Hollister,76.5
ID,Homedale,66.6
ID,Hope,100
ID,Horseshoe Bend,87.5
ID,Huetter,72.4
ID,Idaho,91.3
ID,Idaho Falls,90.2
ID,Inkom,97.7
ID,Iona,91
ID,Irwin,93.1
ID,Island Park,95.5
ID,Jerome,66.1
ID,Juliaetta,85.5
ID,Kamiah,84.9
ID,Kellogg,87.7
ID,Kendrick,81.3
ID,Ketchum,100
ID,Kimberly,90
ID,Kooskia,78.9
ID,Kootenai,92.7
ID,Kuna,92.9
ID,Lapwai,88.1
ID,Lava Hot Springs,84.6
ID,Leadore,85.5
ID,Lewiston,91.4
ID,Lewisville,87.7
ID,Lincoln,91.3
ID,Lost River,100
ID,Lowman,100
ID,McCall,97.3
ID,McCammon,90.7
ID,Mackay,97
ID,Malad,93.7
ID,Malta,87
ID,Marsing,65.5
ID,Melba,90.4
ID,Menan,82
ID,Meridian,94.7
ID,Middleton,91.7
ID,Midvale,93.9
ID,Minidoka,12.9
ID,Montpelier,90.1
ID,Moore,89.9
ID,Moreland,77.1
ID,Moscow,97.3
ID,Mountain Home,88.6
ID,Mountain Home AFB,96.4
ID,Moyie Springs,87
ID,Mud Lake,70.4
ID,Mullan,82.2
ID,Murphy,96.2
ID,Murtaugh,64.4
ID,Nampa,83.9
ID,Newdale,92.2
ID,New Meadows,90.2
ID,New Plymouth,82.1
ID,Nezperce,96.5
ID,Notus,79
ID,Oakley,85.3
ID,Oldtown,69.9
ID,Onaway,84.4
ID,Orofino,86.3
ID,Osburn,87.1
ID,Oxford,100
ID,Paris,94.7
ID,Parker,86.5
ID,Parkline,83.9
ID,Parma,70.1
ID,Paul,68.6
ID,Payette,81.5
ID,Peck,91.3
ID,Pierce,84.3
ID,Pinehurst,81.1
ID,Placerville,100
ID,Plummer,82.7
ID,Pocatello,92.2
ID,Ponderay,90.7
ID,Post Falls,92.8
ID,Potlatch,92
ID,Preston,88.6
ID,Priest River,88.4
ID,Princeton,63.2
ID,Rathdrum,91.6
ID,Reubens,97.8
ID,Rexburg,97.8
ID,Richfield,74.2
ID,Rigby,90
ID,Riggins,90.6
ID,Ririe,80
ID,Riverside,86.8
ID,Roberts,64.1
ID,Robie Creek,98.7
ID,Rockford,79.3
ID,Rockford Bay,93.3
ID,Rockland,84.8
ID,Rupert,71.1
ID,St. Anthony,87.3
ID,St. Charles,100
ID,St. Maries,87.6
ID,Salmon,89
ID,Sandpoint,88.3
ID,Shelley,82.5
ID,Shoshone,79
ID,Smelterville,87.4
ID,Smiths Ferry,100
ID,Soda Springs,92.2
ID,Spencer,89.5
ID,Spirit Lake,90.2
ID,Stanley,100
ID,Star,95.5
ID,State Line,100
ID,Stites,82.7
ID,Sugar,83.5
ID,Sun Valley,97.7
ID,Swan Valley,100
ID,Sweetwater,75.4
ID,Tensed,79.4
ID,Teton,79.1
ID,Tetonia,74.6
ID,Troy,97.5
ID,Twin Falls,86.3
ID,Tyhee,90.5
ID,Ucon,94.5
ID,Victor,84.5
ID,Wallace,85.8
ID,Wardner,92.7
ID,Warm River,-
ID,Weippe,83.4
ID,Weiser,77.5
ID,Wendell,73.6
ID,Weston,94.9
ID,White Bird,98.2
ID,Wilder,57
ID,Winchester,87.2
ID,Worley,88.3
ID,Yellow Pine,35.4
IL,Abingdon,86.5
IL,Adair,94.1
IL,Addieville,84.5
IL,Addison,78.4
IL,Adeline,84.3
IL,Albany,89.4
IL,Albers,91.3
IL,Albion,87.2
IL,Aledo,93.4
IL,Alexis,91.6
IL,Algonquin,96.1
IL,Alhambra,91.6
IL,Allendale,89.1
IL,Allenville,69.1
IL,Allerton,93
IL,Alma,86.3
IL,Alorton,80.5
IL,Alpha,94.3
IL,Alsey,86.2
IL,Alsip,84
IL,Altamont,81
IL,Alton,90.3
IL,Altona,88
IL,Alto Pass,79.5
IL,Alvan,85.2
IL,Amboy,85.1
IL,Anchor,84.2
IL,Andalusia,91.5
IL,Andover,92.3
IL,Anna,76.5
IL,Annapolis,100
IL,Annawan,93.9
IL,Antioch,95.1
IL,Apple Canyon Lake,90.7
IL,Apple River,90
IL,Arcola,82.6
IL,Arenzville,95.1
IL,Argenta,95.5
IL,Arlington,89.7
IL,Arlington Heights,96
IL,Armington,91.7
IL,Aroma Park,88.5
IL,Arrowsmith,97.8
IL,Arthur,82.1
IL,Ashkum,94.2
IL,Ashland,92.5
IL,Ashley,81.1
IL,Ashmore,87.7
IL,Ashton,92.9
IL,Assumption,88.5
IL,Astoria,86.5
IL,Athens,94.9
IL,Atkinson,89.8
IL,Atlanta,91.8
IL,Atwood,89.4
IL,Auburn,94.4
IL,Augusta,95.9
IL,Aurora,76.2
IL,Ava,86.6
IL,Aviston,94.5
IL,Avon,86.5
IL,Baldwin,93.4
IL,Banner,83.2
IL,Bannockburn,98.8
IL,Bardolph,88.6
IL,Barrington,95.7
IL,Barrington Hills,98.4
IL,Barry,88.4
IL,Bartelso,91.8
IL,Bartlett,93.3
IL,Bartonville,88.9
IL,Basco,93.2
IL,Batavia,95.2
IL,Batchtown,92.9
IL,Bath,85.8
IL,Baylis,60.8
IL,Bay View Gardens,85.6
IL,Beach Park,89.3
IL,Beardstown,77.8
IL,Beason,76
IL,Beaverville,84.9
IL,Beckemeyer,89.3
IL,Bedford Park,87.4
IL,Beecher,93.1
IL,Beecher,83.6
IL,Belgium,85.8
IL,Belknap,69.7
IL,Belle Prairie,89.6
IL,Belle Rive,91.8
IL,Belleville,92.6
IL,Bellevue,89.4
IL,Bellflower,93.5
IL,Bellmont,78.9
IL,Bellwood,82.7
IL,Belvidere,81.5
IL,Bement,93.6
IL,Benld,89.8
IL,Bensenville,79.5
IL,Benson,94.8
IL,Bentley,58.8
IL,Benton,84.1
IL,Berkeley,86.8
IL,Berlin,83.3
IL,Berwyn,78.1
IL,Bethalto,90.3
IL,Bethany,91.9
IL,Biggsville,91
IL,Big Rock,95.2
IL,Bingham,71
IL,Bishop Hill,98.2
IL,Bismarck,96.2
IL,Blandinsville,93.9
IL,Bloomingdale,91.1
IL,Bloomington,95
IL,Blue Island,79.6
IL,Blue Mound,84.7
IL,Bluffs,93.5
IL,Bluford,83.2
IL,Bolingbrook,88.7
IL,Bondville,92.6
IL,Bone Gap,91.3
IL,Bonfield,94.5
IL,Bonnie,87.2
IL,Boody,85
IL,Boulder Hill,89.3
IL,Bourbonnais,92.7
IL,Bowen,88.9
IL,Braceville,86.6
IL,Bradford,91.9
IL,Bradley,92.2
IL,Braidwood,91.2
IL,Breese,91.7
IL,Bridgeport,85.8
IL,Bridgeview,78.3
IL,Brighton,91.3
IL,Brimfield,92.4
IL,Broadlands,97.7
IL,Broadview,89.3
IL,Broadwell,86.8
IL,Brocton,89.9
IL,Brookfield,94.2
IL,Brooklyn,83.8
IL,Brookport,83.3
IL,Broughton,59.3
IL,Browning,80.8
IL,Browns,64.4
IL,Brownstown,84.2
IL,Brussels,91
IL,Bryant,85.2
IL,Buckingham,87
IL,Buckley,90.7
IL,Buckner,86.8
IL,Buda,88.6
IL,Buffalo,93.2
IL,Buffalo Grove,97.5
IL,Bull Valley,97.2
IL,Bulpitt,90.1
IL,Buncombe,79.8
IL,Bunker Hill,90
IL,Burbank,78.6
IL,Bureau Junction,82.9
IL,Burlington,95.7
IL,Burnham,87.2
IL,Burnt Prairie,84.8
IL,Burr Ridge,94.9
IL,Bush,74.9
IL,Bushnell,86.8
IL,Butler,97.5
IL,Byron,87.3
IL,Cabery,86.2
IL,Cahokia,82.1
IL,Cairo,79.6
IL,Caledonia,85.3
IL,Calhoun,79.1
IL,Calumet,85.5
IL,Calumet Park,88.2
IL,Camargo,93.1
IL,Cambria,81.9
IL,Cambridge,90.8
IL,Camden,90.7
IL,Campbell Hill,89.9
IL,Camp Point,83.3
IL,Campton Hills,98.1
IL,Campus,99
IL,Candlewick Lake,93.4
IL,Canton,84.5
IL,Cantrall,98.5
IL,Capron,72.5
IL,Carbon Cliff,86.7
IL,Carbondale,93.1
IL,Carbon Hill,88.7
IL,Carlinville,86.1
IL,Carlock,92.2
IL,Carlyle,90.3
IL,Carmi,87.1
IL,Carol Stream,90.4
IL,Carpentersville,71.6
IL,Carrier Mills,79
IL,Carrollton,90.8
IL,Carterville,92.6
IL,Carthage,90.2
IL,Cary,94
IL,Casey,87.5
IL,Caseyville,83.4
IL,Catlin,95.2
IL,Cave-In-Rock,72
IL,Cedar Point,92.6
IL,Cedarville,95
IL,Central,82.9
IL,Centralia,87.7
IL,Centreville,81.8
IL,Cerro Gordo,93.2
IL,Chadwick,91.1
IL,Champaign,95
IL,Chandlerville,92
IL,Channahon,95.5
IL,Channel Lake,88.4
IL,Chapin,89.6
IL,Charleston,89
IL,Chatham,97.9
IL,Chatsworth,81.5
IL,Chebanse,93.8
IL,Chemung,43.5
IL,Chenoa,94.1
IL,Cherry,88.8
IL,Cherry Valley,94.3
IL,Chester,70.4
IL,Chesterfield,91
IL,Chestnut,100
IL,Chicago,82.3
IL,Chicago Heights,79.6
IL,Chicago Ridge,88.9
IL,Chillicothe,89.4
IL,Chrisman,90.4
IL,Christopher,88.1
IL,Cicero,62
IL,Cisco,94.7
IL,Cisne,84
IL,Cissna Park,90.9
IL,Claremont,85.5
IL,Clarendon Hills,97.9
IL,Clay,81.6
IL,Clayton,78.2
IL,Clear Lake,78
IL,Cleveland,88.6
IL,Clifton,94.3
IL,Clinton,88.7
IL,Coal,95.1
IL,Coalton,87.7
IL,Coal Valley,93.5
IL,Coatsburg,86.6
IL,Cobden,80.7
IL,Coffeen,84.8
IL,Colchester,91.9
IL,Coleta,78.6
IL,Colfax,93.6
IL,Collinsville,92.1
IL,Colona,81.8
IL,Colp,84.5
IL,Columbia,93.4
IL,Columbus,67.9
IL,Como,91.9
IL,Compton,89.8
IL,Concord,90.6
IL,Congerville,92.9
IL,Cooksville,93.5
IL,Cordova,94.9
IL,Cornell,94.7
IL,Cornland,86
IL,Cortland,92.8
IL,Coulterville,90.7
IL,Country Club Hills,91.8
IL,Countryside,92.4
IL,Cowden,80.9
IL,Coyne Center,81.3
IL,Crab Orchard,90.1
IL,Crainville,93.5
IL,Creal Springs,81.5
IL,Crescent,93.7
IL,Crest Hill,84.9
IL,Creston,84.5
IL,Crestwood,91.1
IL,Crete,96.2
IL,Creve Coeur,88.9
IL,Crossville,83.7
IL,Crystal Lake,92.5
IL,Crystal Lawns,91
IL,Cuba,80.5
IL,Cullom,87.6
IL,Curran,87.8
IL,Cutler,82.1
IL,Cypress,84.2
IL,Dahlgren,91
IL,Dakota,88.2
IL,Dallas,90.1
IL,Dalton,94.4
IL,Dalzell,93.8
IL,Damiansville,86.5
IL,Dana,72.4
IL,Danforth,87
IL,Danvers,96.4
IL,Danville,84.3
IL,Darien,95.5
IL,Darmstadt,-
IL,Davis,90
IL,Davis Junction,88.9
IL,Dawson,94.1
IL,Dayton,87.9
IL,Decatur,87.2
IL,Deer Creek,93
IL,Deerfield,98.4
IL,Deer Grove,85.7
IL,Deer Park,95.9
IL,DeKalb,92.9
IL,De Land,85.9
IL,Delavan,93.8
IL,De Pue,62.4
IL,De Soto,84.4
IL,Des Plaines,87.9
IL,Detroit,91.4
IL,De Witt,92.7
IL,Diamond,91.6
IL,Dieterich,88
IL,Divernon,93.8
IL,Dix,88.9
IL,Dixmoor,74.1
IL,Dixon,83.7
IL,Dolton,86.8
IL,Dongola,86.1
IL,Donnellson,75
IL,Donovan,90.8
IL,Dorchester,89.8
IL,Dover,94.5
IL,Dowell,79.2
IL,Downers Grove,96.4
IL,Downs,95.8
IL,Du Bois,92.7
IL,Dunfermline,84.3
IL,Dunlap,97.5
IL,Dupo,92
IL,Du Quoin,86.6
IL,Durand,92.3
IL,Dwight,90.7
IL,Eagarville,87.7
IL,Earlville,86.3
IL,East Alton,84.9
IL,East Brooklyn,98.3
IL,East Cape Girardeau,85.4
IL,East Carondelet,85.7
IL,East Dubuque,90.5
IL,East Dundee,93.2
IL,East Galesburg,90.6
IL,East Gillespie,92.2
IL,East Hazel Crest,87.8
IL,East Moline,82.8
IL,Easton,84.7
IL,East Peoria,92.1
IL,East St. Louis,81.1
IL,Eddyville,67.4
IL,Edgewood,82.4
IL,Edinburg,88.6
IL,Edwardsville,96.6
IL,Effingham,90.6
IL,Elburn,98.1
IL,El Dara,99.1
IL,Eldorado,83.8
IL,Eldred,89.2
IL,Elgin,77.9
IL,Elizabeth,93
IL,Elizabethtown,83.1
IL,Elk Grove,94.3
IL,Elkhart,90
IL,Elkville,89.1
IL,Elliott,85.5
IL,Ellis Grove,82.2
IL,Ellisville,86.4
IL,Ellsworth,97.6
IL,Elmhurst,95.6
IL,Elmwood,94.2
IL,Elmwood Park,85.8
IL,El Paso,93.4
IL,Elsah,97.9
IL,Elvaston,80.5
IL,Elwood,95.2
IL,Emden,91.5
IL,Emington,91.1
IL,Energy,91.2
IL,Enfield,86.1
IL,Equality,89.2
IL,Erie,96.4
IL,Essex,90.1
IL,Eureka,94.3
IL,Evanston,94
IL,Evansville,87.3
IL,Evergreen Park,92.9
IL,Ewing,84.1
IL,Exeter,85.3
IL,Fairbury,90.6
IL,Fairfield,85.4
IL,Fairmont,85.6
IL,Fairmont,52.5
IL,Fairmount,88
IL,Fairview,88.6
IL,Fairview Heights,91.9
IL,Farina,84.8
IL,Farmer,91.8
IL,Farmersville,95.7
IL,Farmington,91.9
IL,Fayetteville,78.2
IL,Ferris,96.9
IL,Fidelity,69.5
IL,Fieldon,93.7
IL,Fillmore,90.2
IL,Findlay,92.1
IL,Fisher,95.7
IL,Fithian,88.7
IL,Flanagan,91.1
IL,Flat Rock,93.8
IL,Flora,88.3
IL,Floraville,-
IL,Florence,80.6
IL,Flossmoor,97.7
IL,Foosland,85.3
IL,Ford Heights,73.6
IL,Forest,79.4
IL,Forest Lake,91.7
IL,Forest Park,92.5
IL,Forest View,88.4
IL,Forrest,89
IL,Forreston,94.7
IL,Forsyth,97.5
IL,Fox Lake,89.7
IL,Fox Lake Hills,94.9
IL,Fox River Grove,94.6
IL,Frankfort,97
IL,Frankfort Square,94.5
IL,Franklin,93.9
IL,Franklin Grove,91
IL,Franklin Park,81.4
IL,Freeburg,92.1
IL,Freeman Spur,78.5
IL,Freeport,89.1
IL,Fulton,88.2
IL,Fults,93.8
IL,Gages Lake,94.1
IL,Galatia,87.5
IL,Galena,87.9
IL,Galesburg,84.4
IL,Galva,90.4
IL,Garden Prairie,90.8
IL,Gardner,91.3
IL,Garrett,82.6
IL,Gays,93.4
IL,Geneseo,95
IL,Geneva,97.7
IL,Genoa,89.1
IL,Georgetown,99.4
IL,Georgetown,87.3
IL,Germantown,88.4
IL,Germantown Hills,98.2
IL,German Valley,95.7
IL,Gibson,88.6
IL,Gifford,95.5
IL,Gilberts,96.1
IL,Gillespie,92
IL,Gilman,77.9
IL,Gilson,73.7
IL,Girard,89.8
IL,Gladstone,89.1
IL,Glasford,92.8
IL,Glasgow,80.2
IL,Glen Carbon,95.3
IL,Glencoe,98.7
IL,Glendale Heights,80.6
IL,Glen Ellyn,95.3
IL,Glenview,96
IL,Glenwood,90.7
IL,Godfrey,95.4
IL,Godley,87.2
IL,Golconda,75.4
IL,Golden,91.7
IL,Golden Gate,60.4
IL,Golf,92.4
IL,Goodfield,98.5
IL,Good Hope,96.7
IL,Goofy Ridge,76.3
IL,Goreville,88.7
IL,Gorham,80.2
IL,Grafton,87.6
IL,Grand Detour,100
IL,Grand Ridge,94.8
IL,Grand Tower,79.1
IL,Grandview,85.6
IL,Grandwood Park,95.3
IL,Granite,88.3
IL,Grantfork,96.6
IL,Grant Park,93
IL,Granville,87
IL,Grayslake,92.6
IL,Grayville,87.2
IL,Greenfield,85
IL,Green Oaks,95.8
IL,Greenup,80.3
IL,Green Valley,94.2
IL,Greenview,93.3
IL,Greenville,83.5
IL,Greenwood,87.8
IL,Gridley,94.1
IL,Griggsville,88.7
IL,Gulf Port,75
IL,Gurnee,94.4
IL,Hainesville,92
IL,Hamburg,96.4
IL,Hamel,99.7
IL,Hamilton,91.7
IL,Hammond,90.6
IL,Hampshire,87.1
IL,Hampton,92.6
IL,Hanaford,93
IL,Hanna,93.5
IL,Hanover,86.5
IL,Hanover Park,76.7
IL,Hardin,83.9
IL,Harmon,88.3
IL,Harrisburg,84.9
IL,Harrison,86.1
IL,Harristown,91.3
IL,Hartford,87.1
IL,Hartsburg,93.4
IL,Harvard,73.4
IL,Harvel,90.8
IL,Harvey,78.1
IL,Harwood Heights,83.7
IL,Havana,86.3
IL,Hawthorn Woods,96
IL,Hazel Crest,91.2
IL,Hebron,85.2
IL,Hecker,90
IL,Henderson,84.7
IL,Hennepin,92.1
IL,Henning,92.2
IL,Henry,90.5
IL,Heritage Lake,100
IL,Herrick,86.3
IL,Herrin,89.7
IL,Herscher,94.2
IL,Hettick,90.2
IL,Heyworth,92.9
IL,Hickory Hills,87.9
IL,Hidalgo,79.7
IL,Highland,91.7
IL,Highland Park,96.7
IL,Highwood,83.1
IL,Hillcrest,85.8
IL,Hillsboro,78.9
IL,Hillsdale,87.7
IL,Hillside,77.2
IL,Hillview,88.2
IL,Hinckley,93.5
IL,Hindsboro,90.9
IL,Hinsdale,98.2
IL,Hodgkins,61.1
IL,Hoffman,90.9
IL,Hoffman Estates,91.8
IL,Holiday Hills,89.4
IL,Holiday Shores,95.3
IL,Hollowayville,98
IL,Homer,94.8
IL,Homer Glen,94
IL,Hometown,89.3
IL,Homewood,95.4
IL,Hoopeston,82.5
IL,Hooppole,91.6
IL,Hopedale,88.4
IL,Hopewell,94.3
IL,Hopkins Park,68.1
IL,Hoyleton,89.3
IL,Hudson,98.6
IL,Huey,89.2
IL,Hull,93.1
IL,Humboldt,84.5
IL,Hume,84.3
IL,Huntley,95.5
IL,Hurst,80.8
IL,Hutsonville,84.2
IL,Illiopolis,90.1
IL,Ina,62.1
IL,Indian Creek,98.6
IL,Indian Head Park,93.2
IL,Indianola,90.4
IL,Industry,93.9
IL,Ingalls Park,87.4
IL,Inverness,97.8
IL,Iola,86.4
IL,Ipava,92
IL,Iroquois,93
IL,Irving,79.1
IL,Irvington,92.6
IL,Irwin,96.2
IL,Island Lake,92.2
IL,Itasca,91.5
IL,Iuka,84.8
IL,Ivesdale,91.5
IL,Jacksonville,88.3
IL,Jeffersonville,83.8
IL,Jeisyville,68.8
IL,Jerome,95.4
IL,Jerseyville,90.6
IL,Jewett,71.3
IL,Johnsburg,95.2
IL,Johnsonville,92.7
IL,Johnston,86.4
IL,Joliet,83.4
IL,Jonesboro,84.1
IL,Joppa,79.2
IL,Joy,89.7
IL,Junction,89.2
IL,Junction,71.3
IL,Justice,82.1
IL,Kampsville,91.3
IL,Kane,88
IL,Kaneville,91.9
IL,Kangley,87.9
IL,Kankakee,76.4
IL,Kansas,84.9
IL,Kappa,85.9
IL,Karnak,77.4
IL,Kaskaskia,56.3
IL,Keenes,86.5
IL,Keensburg,84.4
IL,Keithsburg,75.3
IL,Kell,88.9
IL,Kempton,96.4
IL,Kenilworth,98.9
IL,Kenney,92.4
IL,Kewanee,80.7
IL,Keyesport,76.1
IL,Kilbourne,80.2
IL,Kildeer,98.7
IL,Kincaid,81.1
IL,Kinderhook,93.9
IL,Kingston,89.3
IL,Kingston Mines,90.5
IL,Kinmundy,83.5
IL,Kinsman,91.3
IL,Kirkland,89.9
IL,Kirkwood,90.6
IL,Knollwood,91.2
IL,Knoxville,92
IL,Lacon,93.6
IL,Ladd,92.2
IL,La Fayette,88.6
IL,La Grange,95.6
IL,La Grange Park,94.8
IL,La Harpe,93.6
IL,Lake Barrington,98.7
IL,Lake Bluff,99.3
IL,Lake Camelot,97.7
IL,Lake Catherine,95.2
IL,Lake Forest,98
IL,Lake Holiday,96.7
IL,Lake in the Hills,94
IL,Lake Ka-Ho,83.2
IL,Lakemoor,91.9
IL,Lake of the Woods,93.1
IL,Lake Petersburg,97
IL,Lake Summerset,98.3
IL,Lake Villa,95.8
IL,Lakewood,98.5
IL,Lakewood Shores,86.7
IL,Lake Zurich,94.4
IL,La Moille,90.2
IL,Lanark,90.7
IL,Langleyville,89.1
IL,Lansing,89.5
IL,LaPlace,79.5
IL,La Prairie,75
IL,La Rose,98.8
IL,LaSalle,86.1
IL,Latham,91.2
IL,Lawrenceville,84.9
IL,Leaf River,83.2
IL,Lebanon,93.6
IL,Lee,93.9
IL,Leland,88.9
IL,Leland Grove,96.9
IL,Lemont,93.7
IL,Lena,89.1
IL,Lenzburg,82.5
IL,Leonore,82.3
IL,Lerna,95.5
IL,Le Roy,94.5
IL,Lewistown,89.1
IL,Lexington,95.2
IL,Liberty,84.8
IL,Libertyville,96.8
IL,Lily Lake,97.3
IL,Lima,92.4
IL,Limestone,92.7
IL,Lincoln,88.5
IL,Lincolnshire,96.6
IL,Lincolnwood,91.5
IL,Lindenhurst,96.4
IL,Lisbon,97.1
IL,Lisle,95.5
IL,Litchfield,84.4
IL,Littleton,90.5
IL,Little York,84.3
IL,Liverpool,69
IL,Livingston,91.6
IL,Loami,90.7
IL,Lockport,94.5
IL,Loda,76.7
IL,Lomax,79.1
IL,Lombard,94.4
IL,London Mills,87.8
IL,Long Creek,92.2
IL,Long Grove,98
IL,Long Lake,84.6
IL,Long Point,92.2
IL,Longview,90.7
IL,Loraine,86.7
IL,Lostant,91.9
IL,Lost Nation,100
IL,Louisville,87.3
IL,Loves Park,90.3
IL,Lovington,89.3
IL,Ludlow,89.5
IL,Lyndon,85.8
IL,Lynnville,84.8
IL,Lynwood,93.8
IL,Lyons,83.1
IL,McClure,73.9
IL,McCook,93
IL,McCullom Lake,86.7
IL,Macedonia,78.4
IL,McHenry,91.4
IL,Machesney Park,88.8
IL,Mackinaw,94.8
IL,McLean,89.3
IL,McLeansboro,84.9
IL,McNabb,94
IL,Macomb,92.7
IL,Macon,93.4
IL,Madison,76.5
IL,Maeystown,93.8
IL,Magnolia,85.6
IL,Mahomet,96.5
IL,Makanda,98.4
IL,Malden,87.3
IL,Malta,89.8
IL,Manchester,95.3
IL,Manhattan,96.2
IL,Manito,92.5
IL,Manlius,85.4
IL,Mansfield,90.1
IL,Manteno,95.9
IL,Maple Park,93.2
IL,Mapleton,92.9
IL,Maquon,92.9
IL,Marengo,88.9
IL,Marietta,94.6
IL,Marine,92
IL,Marion,90.3
IL,Marissa,91.5
IL,Mark,88.7
IL,Markham,83.1
IL,Maroa,85.8
IL,Marquette Heights,93.1
IL,Marseilles,85
IL,Marshall,88.5
IL,Martinsville,87.4
IL,Martinton,95
IL,Maryville,96.2
IL,Mascoutah,92.4
IL,Mason,74
IL,Mason,87.7
IL,Matherville,95.7
IL,Matteson,94.3
IL,Mattoon,89.1
IL,Maunie,69.6
IL,Maywood,79.7
IL,Mazon,93.6
